Year,Region,PRECTOTCORR_sum,T2M_mean,T2M_MAX_mean,T2M_MIN_mean,ALLSKY_SFC_SW_DWN_mean,RH2M_mean,WS10M_mean,PRECTOTCORR_automne,PRECTOTCORR_hiver,PRECTOTCORR_printemps
2018,Laâyoune-Sakia El Hamra,138.4,18.37,24.92,13.43,18.737736625514387,64.53,5.2,22.27,101.94,14.190000000000001
2018,Marrakech-Safi,278.0,14.28,21.94,8.61,17.3359670781893,54.42,3.07,34.260000000000005,129.13,114.61
2018,Oriental,511.94,11.03,18.04,5.67,16.124156378600826,65.59,4.21,79.83,151.79,280.32
2018,Rabat-Salé-Kénitra,686.42,16.01,19.6,13.38,15.339629629629613,74.54,4.05,61.32,316.68,308.42
2018,Souss-Massa,195.0,17.34,23.96,12.26,18.664650205761316,54.95,3.45,14.68,108.88,71.44
2018,Tanger-Tétouan-Al Hoceïma,612.77,15.69,17.95,13.82,14.572427983539102,78.51,5.1,87.31,176.67000000000002,348.79
2019,Béni Mellal-Khénifra,374.31,13.99,21.3,8.48,17.810493827160506,55.85,2.48,207.78,44.160000000000004,122.36999999999999
2019,Casablanca-Settat,366.21,16.1,21.18,12.46,16.697572016460906,75.23,3.62,260.02,56.5,49.69
2019,Drâa-Tafilalet,190.54,12.48,20.15,6.16,19.142427983539097,48.51,3.26,77.2,3.14,110.2
2019,Ed Dakhla-Oued Ed Dahab,137.42,18.59,20.78,16.79,21.40399176954732,78.22,6.31,137.42,0.0,0.0
2019,Fès-Meknès,613.89,14.62,21.67,9.32,16.145267489711934,65.14,3.48,363.24,140.13,110.52
2019,Guelmim-Oued Noun,124.95,17.57,24.95,12.32,17.727242798353892,56.5,4.81,96.6,3.22,25.13
2019,Laâyoune-Sakia El Hamra,91.34,18.71,25.72,13.41,18.824979423868314,63.47,4.86,74.11,8.61,8.620000000000001
2019,Marrakech-Safi,251.63,15.33,23.33,9.33,18.514979423868308,52.71,2.94,137.84,22.13,91.66
2019,Oriental,337.03,11.7,19.17,5.97,17.003580246913582,62.32,4.0,189.24,77.73,70.06
2019,Rabat-Salé-Kénitra,379.11,16.52,20.4,13.64,16.15617283950617,75.15,3.66,265.07,77.17,36.87
2019,Souss-Massa,150.84,18.38,25.19,13.0,18.95172839506172,52.68,3.22,117.74,6.17,26.93
2019,Tanger-Tétouan-Al Hoceïma,458.57,16.13,18.43,14.28,15.615925925925923,78.26,5.08,302.19,75.11,81.27
2020,Béni Mellal-Khénifra,409.08,14.56,21.92,9.08,17.526147540983615,53.93,2.49,61.96,82.57,264.55
2020,Casablanca-Settat,328.17,16.61,21.71,12.99,16.430983606557383,75.22,3.67,77.09,103.81,147.27
2020,Drâa-Tafilalet,285.44,13.48,21.23,7.17,19.14229508196722,45.51,3.44,20.76,25.75,238.93
2020,Ed Dakhla-Oued Ed Dahab,12.71,18.96,21.17,17.25,21.158729508196714,77.27,6.78,8.28,0.0,4.43
2020,Fès-Meknès,583.12,15.41,22.45,10.1,15.519549180327864,63.9,3.49,149.2,112.64999999999999,321.27
2020,Guelmim-Oued Noun,135.02,17.98,25.25,12.83,18.433483606557377,55.39,4.87,8.27,51.300000000000004,75.45
2020,Laâyoune-Sakia El Hamra,51.28,19.45,26.62,14.1,19.2794262295082,61.54,5.2,3.39,9.440000000000001,38.45
2020,Marrakech-Safi,270.35,15.69,23.65,9.86,18.322295081967223,51.52,2.97,15.42,65.62,189.31
2020,Oriental,364.84,12.77,20.09,7.17,16.474549180327866,63.28,3.94,130.59,60.61,173.64
2020,Rabat-Salé-Kénitra,261.72,17.14,21.03,14.31,15.802172131147541,74.89,3.72,68.17999999999999,91.51,102.03
2020,Souss-Massa,114.7,18.74,25.6,13.47,19.175368852459005,51.1,3.33,10.86,64.5,39.339999999999996
2020,Tanger-Tétouan-Al Hoceïma,489.53,16.45,18.74,14.61,14.637909836065575,80.08,4.84,110.79,145.64000000000001,233.1
2021,Béni Mellal-Khénifra,389.53,14.14,21.34,8.86,17.202386831275717,59.49,2.57,60.01,234.79,94.73
2021,Casablanca-Settat,798.2,16.13,20.57,13.02,15.964609053497949,79.77,3.63,68.35,283.8,446.05
2021,Drâa-Tafilalet,170.0,13.14,20.82,6.95,18.731111111111115,49.65,3.55,58.19,40.35,71.46000000000001
2021,Ed Dakhla-Oued Ed Dahab,1359.23,18.8,20.49,17.39,20.796584362139935,81.85,6.37,47.43,1.46,1310.34
2021,Fès-Meknès,625.2,15.26,22.14,10.18,15.20164609053498,66.48,3.42,57.0,430.68,137.52
2021,Guelmim-Oued Noun,174.75,17.53,24.42,12.67,17.82074074074073,60.9,4.92,71.48,88.82,14.450000000000001
2021,Laâyoune-Sakia El Hamra,378.5,18.34,24.56,13.69,18.77600823045269,71.83,5.01,273.49,29.89,75.12
2021,Marrakech-Safi,271.83,15.31,23.12,9.63,17.82761316872427,57.36,3.18,68.44,137.39000000000001,66.0
2021,Oriental,257.68,12.84,20.09,7.35,16.160288065843627,61.83,4.2,19.61,120.97,117.1
2021,Rabat-Salé-Kénitra,504.22,16.79,20.33,14.29,15.447366255144026,78.18,3.72,55.63,308.72,139.87
2021,Souss-Massa,295.18,18.21,24.74,13.15,18.53777777777777,57.54,3.28,124.87,141.03,29.28
2021,Tanger-Tétouan-Al Hoceïma,534.08,16.4,18.63,14.6,14.539094650205765,78.72,4.92,122.92999999999999,294.04,117.11
2022,Béni Mellal-Khénifra,318.18,14.41,21.92,8.78,17.601152263374484,53.15,2.54,39.800000000000004,69.51,208.87
2022,Casablanca-Settat,220.62,16.9,22.19,13.23,16.316090534979427,73.94,3.58,52.83,47.81,119.98
2022,Drâa-Tafilalet,655.84,12.12,19.68,6.09,18.79144032921811,53.0,3.32,30.41,35.410000000000004,590.0200000000001
2022,Ed Dakhla-Oued Ed Dahab,8.02,18.95,20.87,17.46,20.51378600823045,79.14,6.42,3.58,4.44,0.0
2022,Fès-Meknès,339.06,15.91,23.44,10.32,15.766502057613174,58.02,3.62,67.48,76.49,195.09
2022,Guelmim-Oued Noun,105.06,17.98,25.15,12.86,17.78905349794239,54.64,5.13,16.49,5.99,82.58
2022,Laâyoune-Sakia El Hamra,102.37,19.38,26.39,14.13,18.89753086419752,61.7,5.08,2.12,12.02,88.23
2022,Marrakech-Safi,222.14,15.64,23.72,9.72,18.08946502057613,50.84,3.12,25.41,59.17,137.56
2022,Oriental,247.11,12.43,19.86,6.74,16.120041152263376,60.56,4.04,30.97,48.92,167.22
2022,Rabat-Salé-Kénitra,200.73,17.37,21.46,14.42,15.824279835390957,73.73,3.65,39.53,47.83,113.37
2022,Souss-Massa,137.58,18.71,25.51,13.43,18.536213991769557,49.46,3.47,13.77,26.849999999999998,96.96
2022,Tanger-Tétouan-Al Hoceïma,419.58,16.38,18.74,14.5,15.063744855967078,78.28,5.44,50.37,96.94,272.27
2023,Béni Mellal-Khénifra,268.08,15.88,23.45,10.17,17.37884773662551,49.98,2.61,29.59,173.85,64.64
2023,Casablanca-Settat,240.56,17.9,23.11,14.27,16.45855967078189,72.91,3.63,17.18,186.56,36.82
2023,Drâa-Tafilalet,115.83,14.05,21.62,7.87,18.727860082304534,43.12,3.25,10.41,58.05,47.37
2023,Ed Dakhla-Oued Ed Dahab,49.65,19.45,21.56,17.83,20.88827160493827,79.46,6.17,0.9400000000000001,28.51,20.2
2023,Fès-Meknès,371.84,17.01,24.51,11.45,15.939341563786007,57.34,3.62,55.84,238.45,77.55
2023,Guelmim-Oued Noun,364.9,18.55,25.73,13.32,17.982962962962965,56.56,4.55,50.78,295.89,18.23
2023,Laâyoune-Sakia El Hamra,141.57,19.96,27.31,14.52,19.022181069958858,64.88,4.78,7.01,103.46,31.1
2023,Marrakech-Safi,154.58,16.97,24.98,11.02,17.859629629629634,47.8,3.05,35.15,92.75,26.68
2023,Oriental,196.27,13.86,21.33,8.16,16.32008230452675,55.34,4.29,44.019999999999996,106.17,46.08
2023,Rabat-Salé-Kénitra,247.28,18.23,22.23,15.39,15.819670781892993,73.56,3.71,21.37,182.88,43.03
2023,Souss-Massa,116.52,19.89,26.62,14.69,18.654938271604937,48.15,3.3,2.69,105.02,8.81
2023,Tanger-Tétouan-Al Hoceïma,460.94,17.41,19.91,15.48,15.248806584362137,78.67,4.66,69.61,305.8,85.53
2024,Béni Mellal-Khénifra,250.68,16.05,23.87,10.14,17.480696721311464,46.84,2.63,51.12,93.53,106.03
2024,Casablanca-Settat,259.84,17.82,23.14,14.12,16.46340163934426,70.45,3.88,49.25,105.05,105.53999999999999
2024,Drâa-Tafilalet,62.17,14.79,22.91,8.3,19.129590163934427,35.66,3.51,10.459999999999999,9.82,41.88999999999999
2024,Ed Dakhla-Oued Ed Dahab,3.05,20.21,22.58,18.39,21.051434426229513,74.19,6.4,0.0,2.01,1.04
2024,Fès-Meknès,367.69,17.07,24.88,11.4,16.016147540983614,55.16,3.84,76.03,124.76,166.9
2024,Guelmim-Oued Noun,71.15,19.03,26.38,13.74,18.16983606557378,49.92,5.1,22.490000000000002,21.27,27.39
2024,Laâyoune-Sakia El Hamra,16.22,20.99,28.38,15.45,19.23163934426229,54.61,5.23,5.4,2.86,7.96
2024,Marrakech-Safi,127.22,17.19,25.46,11.04,18.317663934426243,43.28,3.17,29.32,50.529999999999994,47.37
2024,Oriental,143.58,14.29,22.06,8.41,16.483442622950815,54.48,4.22,30.48,62.68,50.42
2024,Rabat-Salé-Kénitra,278.46,18.2,22.31,15.28,15.82163934426229,71.71,4.06,55.29,99.88000000000001,123.29
2024,Souss-Massa,137.97,19.96,26.92,14.54,18.838647540983594,46.43,3.29,31.32,59.42999999999999,47.22
2024,Tanger-Tétouan-Al Hoceïma,511.62,17.13,19.52,15.18,15.158893442622949,78.59,5.08,95.52,158.42,257.68
2025,Béni Mellal-Khénifra,370.56,14.62,21.87,9.09,17.114691358024682,55.49,2.54,75.54,82.62,212.4
2025,Casablanca-Settat,279.91,17.47,22.56,13.91,16.24168724279836,72.56,3.91,63.07,68.58,148.26
2025,Drâa-Tafilalet,200.34,12.85,20.27,6.91,18.79164609053498,51.94,3.34,57.83,47.86,94.65
2025,Ed Dakhla-Oued Ed Dahab,14.16,19.38,21.36,17.84,20.903127572016473,77.77,6.38,3.89,4.47,5.8
2025,Fès-Meknès,460.55,15.91,23.09,10.61,15.424650205761317,62.47,3.53,111.64999999999999,101.85000000000001,247.05
2025,Guelmim-Oued Noun,54.16,18.23,25.39,13.05,18.1474074074074,55.57,4.77,8.15,9.75,36.26
2025,Laâyoune-Sakia El Hamra,50.53,19.77,26.57,14.71,19.250246913580245,62.22,4.77,2.6,2.9,45.03
2025,Marrakech-Safi,184.22,16.09,23.96,10.14,17.991604938271596,50.55,3.09,46.089999999999996,49.97,88.16
2025,Oriental,220.89,13.43,20.79,7.83,16.11156378600824,59.5,4.16,38.85,77.37,104.67
2025,Rabat-Salé-Kénitra,278.24,17.83,21.81,15.02,15.66905349794239,73.46,3.95,59.5,61.78,156.96
2025,Souss-Massa,126.63,18.89,25.39,13.87,18.56353909465021,52.57,3.24,33.6,16.7,76.33
2025,Tanger-Tétouan-Al Hoceïma,649.93,16.9,19.06,15.19,14.703868312757196,80.37,4.8,219.03,137.4,293.5
2026,Béni Mellal-Khénifra,212.64,15.32,22.3,10.33,13.787386363636365,51.26,2.58,43.09,169.55,0.0
2026,Casablanca-Settat,404.49,16.56,20.75,13.72,11.890243902439025,77.16,4.21,54.34,350.15,0.0
2026,Drâa-Tafilalet,113.92,11.7,18.83,6.19,14.54837398373984,48.82,2.97,4.05,109.86999999999999,0.0
2026,Ed Dakhla-Oued Ed Dahab,18.55,19.49,21.25,18.03,17.360731707317072,80.32,6.39,13.14,5.41,0.0
2026,Fès-Meknès,453.95,14.58,20.62,10.21,10.87869918699188,65.68,3.72,66.02,387.93,0.0
2026,Guelmim-Oued Noun,94.28,17.38,23.89,12.76,13.633252032520327,62.78,4.12,9.47,84.81,0.0
2026,Laâyoune-Sakia El Hamra,49.83,19.23,25.41,14.71,14.941544715447156,69.33,4.67,17.8,32.03,0.0
2026,Marrakech-Safi,255.46,14.52,21.38,9.52,13.685121951219514,56.41,2.8,23.83,231.63,0.0
2026,Oriental,149.19,12.1,18.35,7.51,11.787804878048778,64.51,4.38,19.03,130.16,0.0
2026,Rabat-Salé-Kénitra,407.66,17.09,20.21,14.86,10.941869918699188,76.86,4.38,63.27,344.39,0.0
2026,Souss-Massa,242.85,17.26,23.11,12.9,14.112601626016263,60.34,2.78,31.3,211.54999999999998,0.0
2026,Tanger-Tétouan-Al Hoceïma,576.37,16.78,18.76,15.19,10.357154471544712,80.25,4.91,150.01,426.36,0.0
