Year,Product,Element,Value_Sum,Value_Mean,Nb_Observations,Data_Source,Precip_Total_mm,Temp_Mean_C,Humidity_Pct,Wind_Speed_ms,Solar_Radiation,Precip_Autumn_mm,Precip_Winter_mm,Precip_Spring_mm,Dry_Year,Winter_Spring_Deficit,Thermal_Amplitude,Spring_Rain_Ratio,Crop_Type,Crop_Type_FR,Value_Mean_Log,Crop_Type_Code,Superficie_ha
2021,Choux-fleurs et brocolis,Rendement,24762.5,24762.5,1,FAOSTAT,430.817,14.907,61.164,3.06,16.728,61.768,269.251,99.798,0,169.45,12.64,0.232,Vegetable,Légumes,10.117126073836033,5,2352.0
2022,Choux-fleurs et brocolis,Rendement,28259.8,28259.8,1,FAOSTAT,293.586,15.326,54.044,3.099,17.139,44.463,68.471,180.652,0,-112.18,13.42,0.615,Vegetable,Légumes,10.249230964401178,5,2279.0
2023,Choux-fleurs et brocolis,Rendement,27825.8,27825.8,1,FAOSTAT,265.903,16.624,51.763,3.099,17.048,40.35,169.051,56.503,0,112.55,13.43,0.212,Vegetable,Légumes,10.23375486407839,5,2291.0
2024,Choux-fleurs et brocolis,Rendement,28129.0,28129.0,1,FAOSTAT,249.722,16.773,48.494,3.22,17.259,52.395,89.958,107.368,0,-17.41,13.87,0.43,Vegetable,Légumes,10.244591901483902,5,2418.0
1985,Citrons et limes,Rendement,20000.0,20000.0,1,FAOSTAT,328.31,13.611,56.855,3.299,15.682,88.994,145.528,93.789,0,51.74,13.36,0.286,Fruit,Fruits,9.90353755128617,2,1500.0
1986,Citrons et limes,Rendement,18666.7,18666.7,1,FAOSTAT,351.471,13.912,59.261,3.149,15.682,62.597,161.253,127.622,0,33.63,12.66,0.363,Fruit,Fruits,9.834550036659884,2,1500.0
1987,Citrons et limes,Rendement,20000.0,20000.0,1,FAOSTAT,470.52,14.563,58.323,2.954,15.728,95.97,350.943,23.607,0,327.34,12.85,0.05,Fruit,Fruits,9.90353755128617,2,1500.0
1988,Citrons et limes,Rendement,13333.3,13333.3,1,FAOSTAT,478.059,13.683,65.044,2.966,15.51,144.463,239.782,93.813,0,145.97,12.22,0.196,Fruit,Fruits,9.498094941799966,2,1500.0
1989,Citrons et limes,Rendement,12000.0,12000.0,1,FAOSTAT,444.21,13.61,59.878,3.134,15.625,130.917,115.224,198.069,0,-82.84,12.59,0.446,Fruit,Fruits,9.392745258631441,2,1500.0
1990,Citrons et limes,Rendement,9572.4,9572.4,1,FAOSTAT,465.068,14.894,61.188,3.143,15.895,134.837,147.705,182.525,0,-34.82,12.63,0.392,Fruit,Fruits,9.166743698258104,2,1567.0
1991,Citrons et limes,Rendement,13701.3,13701.3,1,FAOSTAT,525.095,13.019,64.038,3.058,15.698,68.97,242.105,214.02,0,28.08,12.07,0.408,Fruit,Fruits,9.525318980937085,2,1460.0
1992,Citrons et limes,Rendement,11538.5,11538.5,1,FAOSTAT,309.64,13.878,55.644,3.152,16.288,47.208,75.681,186.751,0,-111.07,12.93,0.603,Fruit,Fruits,9.353531211567098,2,1300.0
1993,Citrons et limes,Rendement,13350.4,13350.4,1,FAOSTAT,294.01,13.164,56.937,3.038,15.938,65.266,88.21,140.534,0,-52.32,13.1,0.478,Fruit,Fruits,9.499376527243893,2,1498.0
1994,Citrons et limes,Rendement,13344.9,13344.9,1,FAOSTAT,430.16,13.115,64.114,3.035,15.91,169.137,202.088,58.934,0,143.15,12.45,0.137,Fruit,Fruits,9.498964500553718,2,1499.0
1995,Citrons et limes,Rendement,12000.0,12000.0,1,FAOSTAT,297.243,14.953,55.296,2.907,16.603,78.6,51.162,167.482,0,-116.32,13.44,0.563,Fruit,Fruits,9.392745258631441,2,1000.0
1996,Citrons et limes,Rendement,20000.0,20000.0,1,FAOSTAT,669.184,14.255,64.967,3.245,15.087,62.522,388.663,218.0,0,170.66,11.57,0.326,Fruit,Fruits,9.90353755128617,2,1000.0
1997,Citrons et limes,Rendement,17000.0,17000.0,1,FAOSTAT,587.881,14.616,61.819,3.128,16.752,51.87,340.956,195.055,0,145.9,12.33,0.332,Fruit,Fruits,9.741027444837728,2,1000.0
1998,Citrons et limes,Rendement,21000.0,21000.0,1,FAOSTAT,432.473,14.624,62.534,3.167,16.692,123.931,235.301,73.241,0,162.06,12.49,0.169,Fruit,Fruits,9.952325334619427,2,1000.0
1999,Citrons et limes,Rendement,9000.0,9000.0,1,FAOSTAT,298.853,14.335,54.214,3.03,17.566,11.988,216.853,70.012,0,146.84,13.58,0.234,Fruit,Fruits,9.105090961257085,2,1000.0
2000,Citrons et limes,Rendement,14000.0,14000.0,1,FAOSTAT,312.059,14.384,57.312,3.083,16.639,132.316,72.534,107.21,0,-34.68,13.47,0.344,Fruit,Fruits,9.546884034617925,2,1000.0
2001,Citrons et limes,Rendement,6000.0,6000.0,1,FAOSTAT,402.375,14.253,59.044,3.271,17.153,132.916,226.313,43.146,0,183.17,13.26,0.107,Fruit,Fruits,8.699681400989514,2,1000.0
2002,Citrons et limes,Rendement,11400.0,11400.0,1,FAOSTAT,359.598,15.299,54.643,3.134,16.442,32.687,106.968,219.943,0,-112.98,13.21,0.612,Fruit,Fruits,9.34145634983372,2,1000.0
2003,Citrons et limes,Rendement,12300.0,12300.0,1,FAOSTAT,484.168,14.717,61.203,3.134,16.604,196.974,161.894,125.3,0,36.59,12.7,0.259,Fruit,Fruits,9.417435838868785,2,1000.0
2004,Citrons et limes,Rendement,8900.0,8900.0,1,FAOSTAT,485.95,13.705,63.601,3.144,15.871,176.432,150.206,159.312,0,-9.11,12.2,0.328,Fruit,Fruits,9.093918908958932,2,1000.0
2005,Citrons et limes,Rendement,16153.8,16153.8,1,FAOSTAT,279.647,14.236,55.632,3.05,16.933,114.27,127.511,37.866,0,89.64,13.29,0.135,Fruit,Fruits,9.689972498113875,2,1300.0
2006,Citrons et limes,Rendement,17000.0,17000.0,1,FAOSTAT,523.426,13.97,63.38,3.023,16.026,118.993,289.148,115.285,0,173.86,12.27,0.22,Fruit,Fruits,9.741027444837728,2,1300.0
2007,Citrons et limes,Rendement,16923.1,16923.1,1,FAOSTAT,350.741,14.235,55.844,3.001,16.766,65.757,117.765,167.219,0,-49.45,13.09,0.477,Fruit,Fruits,9.736493920591114,2,1300.0
2008,Citrons et limes,Rendement,17384.6,17384.6,1,FAOSTAT,347.611,14.552,56.06,3.14,17.094,120.62,163.261,63.73,0,99.53,13.08,0.183,Fruit,Fruits,9.763397556357203,2,1300.0
2009,Citrons et limes,Rendement,16000.0,16000.0,1,FAOSTAT,727.062,12.624,69.383,3.218,16.169,243.041,369.3,114.721,0,254.58,11.5,0.158,Fruit,Fruits,9.680406499268875,2,1500.0
2010,Citrons et limes,Rendement,6110.3,6110.3,1,FAOSTAT,729.237,15.204,63.091,3.416,16.153,43.465,499.208,186.564,0,312.64,12.01,0.256,Fruit,Fruits,8.717894795491622,2,3682.0
2011,Citrons et limes,Rendement,8468.6,8468.6,1,FAOSTAT,707.072,14.302,63.12,3.264,16.107,215.29,218.061,273.722,0,-55.66,12.15,0.387,Fruit,Fruits,9.04423856102917,2,2834.0
2012,Citrons et limes,Rendement,9872.6,9872.6,1,FAOSTAT,422.721,13.652,57.047,3.014,17.323,229.876,63.239,129.606,0,-66.37,12.92,0.307,Fruit,Fruits,9.197619807566802,2,2763.0
2013,Citrons et limes,Rendement,10211.4,10211.4,1,FAOSTAT,656.219,13.618,64.528,3.26,16.664,260.937,160.552,234.73,0,-74.18,12.08,0.358,Fruit,Fruits,9.231357947198653,2,2756.0
2014,Citrons et limes,Rendement,9589.1,9589.1,1,FAOSTAT,384.946,14.547,58.669,3.048,17.277,84.595,205.666,94.686,0,110.98,13.07,0.246,Fruit,Fruits,9.168486595351794,2,2758.0
2015,Citrons et limes,Rendement,10468.8,10468.8,1,FAOSTAT,544.868,14.304,64.026,3.075,16.579,227.826,198.655,118.386,0,80.27,12.1,0.217,Fruit,Fruits,9.256250201485381,2,2827.0
2016,Citrons et limes,Rendement,12323.5,12323.5,1,FAOSTAT,276.207,14.77,54.681,2.971,17.142,39.372,105.446,131.389,0,-25.94,13.22,0.476,Fruit,Fruits,9.41934443013667,2,2946.0
2017,Citrons et limes,Rendement,13037.0,13037.0,1,FAOSTAT,403.714,14.986,58.903,3.049,16.924,133.993,220.414,49.308,0,171.11,12.93,0.122,Fruit,Fruits,9.475623449484484,2,3077.0
2018,Citrons et limes,Rendement,12231.0,12231.0,1,FAOSTAT,572.487,13.699,58.535,3.159,16.316,52.145,214.158,306.184,0,-92.03,12.42,0.535,Fruit,Fruits,9.411810747608898,2,3245.0
2019,Citrons et limes,Rendement,14001.8,14001.8,1,FAOSTAT,415.283,14.646,57.972,2.972,17.477,237.556,69.52,108.207,0,-38.69,13.05,0.261,Fruit,Fruits,9.547012588600062,2,3208.0
2020,Citrons et limes,Rendement,10332.0,10332.0,1,FAOSTAT,422.473,15.222,56.525,2.988,17.107,76.263,87.204,259.006,0,-171.8,12.99,0.613,Fruit,Fruits,9.243097936214355,2,3349.0
2021,Citrons et limes,Rendement,11469.1,11469.1,1,FAOSTAT,430.817,14.907,61.164,3.06,16.728,61.768,269.251,99.798,0,169.45,12.64,0.232,Fruit,Fruits,9.347498928481226,2,3592.0
2022,Citrons et limes,Rendement,13039.5,13039.5,1,FAOSTAT,293.586,15.326,54.044,3.099,17.139,44.463,68.471,180.652,0,-112.18,13.42,0.615,Fruit,Fruits,9.475815178303831,2,3755.0
2023,Citrons et limes,Rendement,15212.3,15212.3,1,FAOSTAT,265.903,16.624,51.763,3.099,17.048,40.35,169.051,56.503,0,112.55,13.43,0.212,Fruit,Fruits,9.62992532424503,2,2511.0
2024,Citrons et limes,Rendement,17534.6,17534.6,1,FAOSTAT,249.722,16.773,48.494,3.22,17.259,52.395,89.958,107.368,0,-17.41,13.87,0.43,Fruit,Fruits,9.771988379268606,2,2465.0
1981,Concombres  cornichons,Rendement,8333.3,8333.3,1,FAOSTAT,96.356,16.036,54.688,3.43,19.04,0.0,56.732,39.624,1,17.11,12.57,0.411,Vegetable,Légumes,9.028134808454748,5,300.0
1982,Concombres  cornichons,Rendement,8571.4,8571.4,1,FAOSTAT,404.476,17.223,57.608,3.331,19.04,16.348,222.728,165.401,0,57.33,11.56,0.409,Vegetable,Légumes,9.05630301906052,5,350.0
1983,Concombres  cornichons,Rendement,8888.9,8888.9,1,FAOSTAT,146.69,16.566,52.964,3.276,19.04,39.003,76.465,31.222,1,45.24,12.09,0.213,Vegetable,Légumes,9.092671079850758,5,450.0
1984,Concombres  cornichons,Rendement,8333.3,8333.3,1,FAOSTAT,188.977,16.67,56.445,3.458,19.04,58.931,44.666,85.379,1,-40.71,11.71,0.452,Vegetable,Légumes,9.028134808454748,5,600.0
1985,Concombres  cornichons,Rendement,8571.4,8571.4,1,FAOSTAT,283.052,16.078,58.904,3.633,16.818,98.971,156.455,27.625,0,128.83,11.8,0.098,Vegetable,Légumes,9.05630301906052,5,700.0
1986,Concombres  cornichons,Rendement,10000.0,10000.0,1,FAOSTAT,196.829,16.615,57.11,3.464,16.939,23.501,104.008,69.32,1,34.69,11.87,0.352,Vegetable,Légumes,9.210440366976517,5,1000.0
1987,Concombres  cornichons,Rendement,12000.0,12000.0,1,FAOSTAT,287.633,17.004,57.488,3.247,16.634,41.632,223.296,22.704,0,200.59,11.79,0.079,Vegetable,Légumes,9.392745258631441,5,1250.0
1988,Concombres  cornichons,Rendement,11666.7,11666.7,1,FAOSTAT,431.017,16.319,64.262,3.464,16.812,100.065,257.939,73.014,0,184.92,11.21,0.169,Vegetable,Légumes,9.364579619309795,5,1500.0
1989,Concombres  cornichons,Rendement,14533.3,14533.3,1,FAOSTAT,329.84,16.12,60.65,3.578,16.938,163.688,78.786,87.365,0,-8.58,11.42,0.265,Vegetable,Légumes,9.584266652218542,5,1500.0
1990,Concombres  cornichons,Rendement,14968.4,14968.4,1,FAOSTAT,316.154,17.302,60.486,3.52,16.908,108.777,111.126,96.251,0,14.88,11.35,0.304,Vegetable,Légumes,9.613763396450123,5,
1991,Concombres  cornichons,Rendement,15105.0,15105.0,1,FAOSTAT,343.016,15.831,62.036,3.499,17.27,21.218,212.78,109.019,0,103.76,11.46,0.318,Vegetable,Légumes,9.622847294873393,5,2000.0
1992,Concombres  cornichons,Rendement,16165.0,16165.0,1,FAOSTAT,178.092,16.636,55.945,3.642,17.303,46.393,68.884,62.815,1,6.07,11.69,0.353,Vegetable,Légumes,9.69066555029379,5,1000.0
1993,Concombres  cornichons,Rendement,17454.5,17454.5,1,FAOSTAT,156.876,15.793,57.239,3.5,17.424,24.331,82.744,49.801,1,32.94,11.77,0.317,Vegetable,Légumes,9.767410064216241,5,1100.0
1994,Concombres  cornichons,Rendement,20096.2,20096.2,1,FAOSTAT,272.114,15.729,62.602,3.422,17.316,135.904,87.022,49.189,0,37.83,11.43,0.181,Vegetable,Légumes,9.908335780860948,5,1300.0
1995,Concombres  cornichons,Rendement,37524.1,37524.1,1,FAOSTAT,214.877,17.554,55.76,3.326,17.658,58.421,43.879,112.576,0,-68.7,12.19,0.524,Vegetable,Légumes,10.532765321388185,5,622.0
1996,Concombres  cornichons,Rendement,31802.2,31802.2,1,FAOSTAT,468.795,16.863,64.771,3.605,16.382,42.584,318.126,108.086,0,210.04,10.4,0.231,Vegetable,Légumes,10.367322192636335,5,1082.0
1997,Concombres  cornichons,Rendement,26636.4,26636.4,1,FAOSTAT,413.194,17.197,61.677,3.41,17.882,68.316,237.85,107.028,0,130.82,11.04,0.259,Vegetable,Légumes,10.190071522293772,5,1100.0
1998,Concombres  cornichons,Rendement,31192.9,31192.9,1,FAOSTAT,245.628,17.573,59.319,3.7,17.755,55.617,156.46,33.552,0,122.91,11.66,0.137,Vegetable,Légumes,10.347977841861939,5,1161.0
1999,Concombres  cornichons,Rendement,34926.2,34926.2,1,FAOSTAT,210.972,17.02,54.716,3.463,18.531,3.544,141.776,65.652,0,76.12,12.29,0.311,Vegetable,Légumes,10.461021174267225,5,745.0
2000,Concombres  cornichons,Rendement,29066.7,29066.7,1,FAOSTAT,226.154,16.636,58.103,3.406,17.764,115.438,58.467,52.249,0,6.22,11.87,0.231,Vegetable,Légumes,10.277382871055774,5,825.0
2001,Concombres  cornichons,Rendement,55705.5,55705.5,1,FAOSTAT,150.68,17.247,54.017,3.652,18.585,28.144,107.204,15.331,1,91.87,12.64,0.102,Vegetable,Légumes,10.927852115695726,5,652.0
2002,Concombres  cornichons,Rendement,62430.9,62430.9,1,FAOSTAT,245.604,17.7,55.095,3.542,17.396,9.905,108.117,127.582,0,-19.46,11.66,0.519,Vegetable,Légumes,11.04183164167886,5,724.0
2003,Concombres  cornichons,Rendement,36031.1,36031.1,1,FAOSTAT,282.482,17.328,59.548,3.456,17.892,126.114,65.402,90.965,0,-25.56,11.72,0.322,Vegetable,Légumes,10.492165486806346,5,1285.0
2004,Concombres  cornichons,Rendement,40379.7,40379.7,1,FAOSTAT,262.609,16.358,60.878,3.585,17.452,102.1,79.038,81.472,0,-2.43,11.28,0.31,Vegetable,Légumes,10.606107227031085,5,1014.0
2005,Concombres  cornichons,Rendement,49554.3,49554.3,1,FAOSTAT,186.445,16.696,55.989,3.458,17.939,68.083,92.931,25.431,1,67.5,11.95,0.136,Vegetable,Légumes,10.810844496702012,5,1095.0
2006,Concombres  cornichons,Rendement,61858.4,61858.4,1,FAOSTAT,317.368,16.53,61.764,3.408,17.43,73.184,202.094,42.09,0,160.0,11.17,0.133,Vegetable,Légumes,11.032619346870975,5,1130.0
2007,Concombres  cornichons,Rendement,59785.7,59785.7,1,FAOSTAT,170.294,16.913,54.956,3.431,18.171,56.21,59.407,54.677,1,4.73,11.98,0.321,Vegetable,Légumes,10.998538507175635,5,1260.0
2008,Concombres  cornichons,Rendement,54931.9,54931.9,1,FAOSTAT,198.961,17.292,55.32,3.508,18.334,85.553,91.8,21.608,1,70.19,11.92,0.109,Vegetable,Légumes,10.91386771940877,5,1615.0
2009,Concombres  cornichons,Rendement,26004.5,26004.5,1,FAOSTAT,426.49,15.454,65.166,3.648,17.861,139.281,236.996,50.213,0,186.78,11.08,0.118,Vegetable,Légumes,10.166063333094051,5,1329.0
2010,Concombres  cornichons,Rendement,35259.3,35259.3,1,FAOSTAT,419.711,17.732,61.94,3.518,17.424,14.568,348.004,57.139,0,290.86,10.99,0.136,Vegetable,Légumes,10.470512964140283,5,
2011,Concombres  cornichons,Rendement,49253.8,49253.8,1,FAOSTAT,501.43,16.85,62.38,3.591,17.378,120.931,148.526,231.972,0,-83.45,11.08,0.463,Vegetable,Légumes,10.804762103780064,5,1040.0
2012,Concombres  cornichons,Rendement,37874.7,37874.7,1,FAOSTAT,195.028,16.509,53.792,3.416,18.52,112.29,33.567,49.171,1,-15.6,12.07,0.252,Vegetable,Légumes,10.542065024489068,5,1461.0
2013,Concombres  cornichons,Rendement,37416.1,37416.1,1,FAOSTAT,357.652,16.402,61.362,3.581,18.309,147.508,42.626,167.516,0,-124.89,11.58,0.468,Vegetable,Légumes,10.529883098161088,5,1289.0
2014,Concombres  cornichons,Rendement,35527.7,35527.7,1,FAOSTAT,200.434,17.275,56.089,3.444,18.276,23.702,103.646,73.086,0,30.56,12.03,0.365,Vegetable,Légumes,10.478096099547487,5,1560.0
2015,Concombres  cornichons,Rendement,42608.6,42608.6,1,FAOSTAT,443.19,16.488,63.922,3.34,18.009,291.749,88.532,62.909,0,25.62,11.32,0.142,Vegetable,Légumes,10.659834858982165,5,1302.0
2016,Concombres  cornichons,Rendement,41349.3,41349.3,1,FAOSTAT,195.538,16.938,56.596,3.304,18.38,55.59,53.178,86.771,1,-33.59,11.89,0.444,Vegetable,Légumes,10.629834955564576,5,1025.0
2017,Concombres  cornichons,Rendement,41434.3,41434.3,1,FAOSTAT,310.614,17.066,60.302,3.195,17.877,123.331,164.27,23.014,0,141.26,11.51,0.074,Vegetable,Légumes,10.631888453512754,5,1176.0
2018,Concombres  cornichons,Rendement,39673.7,39673.7,1,FAOSTAT,277.412,16.322,57.713,3.432,17.911,27.61,138.295,111.506,0,26.79,11.57,0.402,Vegetable,Légumes,10.58846898392935,5,1205.0
2019,Concombres  cornichons,Rendement,48498.2,48498.2,1,FAOSTAT,208.343,17.275,56.07,3.21,18.504,144.107,17.71,46.526,0,-28.82,12.12,0.223,Vegetable,Légumes,10.789302581944172,5,1185.0
2020,Concombres  cornichons,Rendement,35404.7,35404.7,1,FAOSTAT,185.633,17.658,54.823,3.291,18.55,21.934,70.676,93.022,1,-22.35,12.03,0.501,Vegetable,Légumes,10.47462810310918,5,1311.0
2021,Concombres  cornichons,Rendement,45170.6,45170.6,1,FAOSTAT,364.796,17.173,60.83,3.308,17.974,102.284,161.535,100.976,0,60.56,11.46,0.277,Vegetable,Légumes,10.718223849761408,5,1325.0
2022,Concombres  cornichons,Rendement,47953.7,47953.7,1,FAOSTAT,171.176,17.671,53.477,3.399,18.092,22.539,38.074,110.563,1,-72.49,12.09,0.646,Vegetable,Légumes,10.77801209427761,5,1317.0
2023,Concombres  cornichons,Rendement,38560.7,38560.7,1,FAOSTAT,144.641,18.861,51.776,3.287,18.127,12.978,114.184,17.479,1,96.7,11.98,0.121,Vegetable,Légumes,10.560014834889602,5,1885.0
2024,Concombres  cornichons,Rendement,43547.4,43547.4,1,FAOSTAT,153.563,18.946,49.246,3.348,18.352,33.51,64.048,56.006,1,8.04,12.39,0.365,Vegetable,Légumes,10.681628242225718,5,1739.0
1981,Coton en graine  non égrené,Rendement,3451.4,1725.7,2,FAOSTAT,110.357,14.763,51.781,3.1,18.568,0.0,57.968,52.389,1,5.58,13.74,0.475,Cereal,Céréales,7.453967351418385,0,11300.0
1982,Coton en graine  non égrené,Rendement,3866.0,1933.0,2,FAOSTAT,467.643,15.737,55.742,3.01,18.568,18.308,230.946,218.389,0,12.56,12.52,0.467,Cereal,Céréales,7.56734567601324,0,10450.0
1983,Coton en graine  non égrené,Rendement,4529.8,2264.9,2,FAOSTAT,179.96,15.147,50.996,2.967,18.568,41.982,98.727,39.251,1,59.48,13.06,0.218,Cereal,Céréales,7.725727309987512,0,10685.0
1984,Coton en graine  non égrené,Rendement,2833.4,1416.7,2,FAOSTAT,212.352,15.219,54.11,3.117,18.568,56.809,39.789,115.754,0,-75.96,12.85,0.545,Cereal,Céréales,7.256791119123586,0,9600.0
1985,Coton en graine  non égrené,Rendement,3567.4,1783.7,2,FAOSTAT,286.796,14.65,55.785,3.273,16.511,84.86,156.357,45.579,0,110.78,13.06,0.159,Cereal,Céréales,7.48700561286197,0,12670.0
1986,Coton en graine  non égrené,Rendement,3772.2,1886.1,2,FAOSTAT,211.443,15.16,54.934,3.128,16.696,33.123,97.918,80.402,0,17.52,12.91,0.38,Cereal,Céréales,7.54279653813505,0,14050.0
1987,Coton en graine  non égrené,Rendement,4365.2,2182.6,2,FAOSTAT,331.067,15.72,54.711,2.973,16.434,62.308,250.667,18.092,0,232.58,12.88,0.055,Cereal,Céréales,7.688730169907602,0,15440.0
1988,Coton en graine  non égrené,Rendement,3295.0,1647.5,2,FAOSTAT,413.705,14.872,62.172,3.098,16.506,100.861,239.67,73.174,0,166.5,12.32,0.177,Cereal,Céréales,7.407621062511786,0,17700.0
1989,Coton en graine  non égrené,Rendement,3961.0,1980.5,2,FAOSTAT,358.255,14.622,58.574,3.22,16.545,150.656,91.759,115.84,0,-24.08,12.39,0.323,Cereal,Céréales,7.59160941263049,0,14870.0
1990,Coton en graine  non égrené,Rendement,3239.4,1619.7,2,FAOSTAT,337.026,15.95,58.031,3.239,16.65,107.779,108.943,120.304,0,-11.36,12.55,0.357,Cereal,Céréales,7.390613433664074,0,17800.0
1991,Coton en graine  non égrené,Rendement,3500.8,1750.4,2,FAOSTAT,380.722,14.284,60.512,3.141,16.855,24.001,210.6,146.121,0,64.48,12.3,0.384,Cereal,Céréales,7.4681707470881245,0,12100.0
1992,Coton en graine  non égrené,Rendement,4000.0,2000.0,2,FAOSTAT,209.392,15.1,53.355,3.261,17.103,38.17,71.596,99.626,0,-28.03,12.76,0.476,Cereal,Céréales,7.601402334583733,0,4400.0
1993,Coton en graine  non égrené,Rendement,2366.6,1183.3,2,FAOSTAT,188.599,14.318,54.525,3.146,16.977,31.592,88.54,68.467,1,20.07,12.92,0.363,Cereal,Céréales,7.0769071617274495,0,600.0
1994,Coton en graine  non égrené,Rendement,3466.6,1733.3,2,FAOSTAT,322.683,14.219,61.561,3.047,16.936,149.073,120.677,52.933,0,67.74,12.36,0.164,Cereal,Céréales,7.4583591527565405,0,1800.0
1995,Coton en graine  non égrené,Rendement,2566.6,1283.3,2,FAOSTAT,270.558,16.125,53.075,2.988,17.403,65.274,47.982,157.302,0,-109.32,13.28,0.581,Cereal,Céréales,7.15796910181901,0,600.0
1996,Coton en graine  non égrené,Rendement,3800.0,1900.0,2,FAOSTAT,488.829,15.359,62.916,3.249,16.095,42.269,315.667,130.893,0,184.77,11.5,0.268,Cereal,Céréales,7.550135342488429,0,1600.0
1997,Coton en graine  non égrené,Rendement,4000.0,2000.0,2,FAOSTAT,437.045,15.779,59.128,3.104,17.756,58.045,229.532,149.468,0,80.06,12.12,0.342,Cereal,Céréales,7.601402334583733,0,2300.0
1998,Coton en graine  non égrené,Rendement,3333.4,1666.7,2,FAOSTAT,261.059,16.024,57.412,3.32,17.837,58.559,162.695,39.805,0,122.89,12.76,0.152,Cereal,Céréales,7.419200710627534,0,1200.0
1999,Coton en graine  non égrené,Rendement,4000.0,2000.0,2,FAOSTAT,242.784,15.598,51.498,3.138,18.453,4.524,168.77,69.49,0,99.28,13.42,0.286,Cereal,Céréales,7.601402334583733,0,300.0
2000,Coton en graine  non égrené,Rendement,4600.0,2300.0,2,FAOSTAT,242.168,15.327,55.182,3.141,17.567,119.576,62.797,59.795,0,3.0,13.16,0.247,Cereal,Céréales,7.741099090035366,0,200.0
2001,Coton en graine  non égrené,Rendement,4000.0,2000.0,2,FAOSTAT,184.498,15.759,52.095,3.326,18.596,50.415,113.669,20.414,1,93.26,13.8,0.111,Cereal,Céréales,7.601402334583733,0,200.0
2002,Coton en graine  non égrené,Rendement,3350.0,1675.0,2,FAOSTAT,258.046,16.417,51.825,3.226,17.36,15.426,90.729,151.891,0,-61.16,12.97,0.589,Cereal,Céréales,7.424165281042028,0,400.0
2003,Coton en graine  non égrené,Rendement,1647.0,823.5,2,FAOSTAT,297.522,16.016,56.779,3.144,17.858,119.83,75.949,101.743,0,-25.79,12.92,0.342,Cereal,Céréales,6.714777141999654,0,170.0
2004,Coton en graine  non égrené,Rendement,3077.0,1538.5,2,FAOSTAT,278.16,14.93,58.797,3.235,17.278,102.301,81.688,94.171,0,-12.48,12.46,0.339,Cereal,Céréales,7.339212967364555,0,130.0
2005,Coton en graine  non égrené,Rendement,3644.6,1822.3,2,FAOSTAT,197.941,15.376,52.819,3.176,17.844,70.646,101.91,25.385,1,76.52,13.18,0.128,Cereal,Céréales,7.508403325045159,0,143.0
2006,Coton en graine  non égrené,Rendement,4152.4,2076.2,2,FAOSTAT,363.548,15.143,60.013,3.112,17.247,80.084,222.279,61.185,0,161.09,12.32,0.168,Cereal,Céréales,7.638776111970164,0,105.0
2007,Coton en graine  non égrené,Rendement,4152.4,2076.2,2,FAOSTAT,214.279,15.47,52.271,3.086,17.987,56.869,71.421,85.989,0,-14.57,13.08,0.401,Cereal,Céréales,7.638776111970164,0,105.0
2008,Coton en graine  non égrené,Rendement,4152.4,2076.2,2,FAOSTAT,231.083,15.859,52.546,3.229,18.234,97.966,108.023,25.094,0,82.93,13.05,0.109,Cereal,Céréales,7.638776111970164,0,105.0
2009,Coton en graine  non égrené,Rendement,4152.4,2076.2,2,FAOSTAT,471.938,13.834,64.956,3.201,17.625,153.232,248.89,69.816,0,179.07,11.95,0.148,Cereal,Céréales,7.638776111970164,0,105.0
2010,Coton en graine  non égrené,Rendement,4152.4,2076.2,2,FAOSTAT,431.63,16.443,59.162,3.263,17.398,15.627,345.634,70.369,0,275.26,12.24,0.163,Cereal,Céréales,7.638776111970164,0,105.0
2011,Coton en graine  non égrené,Rendement,4152.4,2076.2,2,FAOSTAT,487.613,15.499,59.479,3.299,17.22,108.59,138.106,240.917,0,-102.81,12.21,0.494,Cereal,Céréales,7.638776111970164,0,105.0
2012,Coton en graine  non égrené,Rendement,4000.0,2000.0,2,FAOSTAT,249.32,15.011,51.92,3.088,18.337,133.848,40.995,74.477,0,-33.48,13.06,0.299,Cereal,Céréales,7.601402334583733,0,100.0
2013,Coton en graine  non égrené,Rendement,4200.0,2100.0,2,FAOSTAT,376.106,14.963,59.297,3.214,18.219,156.219,55.88,164.007,0,-108.13,12.63,0.436,Cereal,Céréales,7.650168700845001,0,100.0
2014,Coton en graine  non égrené,Rendement,4095.2,2047.6,2,FAOSTAT,240.056,15.863,54.136,3.095,18.276,34.728,125.196,80.132,0,45.06,13.18,0.334,Cereal,Céréales,7.6249119120024345,0,105.0
2015,Coton en graine  non égrené,Rendement,4134.8,2067.4,2,FAOSTAT,438.951,15.208,61.797,3.037,17.842,265.95,103.049,69.952,0,33.1,12.26,0.159,Cereal,Céréales,7.634530640522066,0,106.0
2016,Coton en graine  non égrené,Rendement,4170.4,2085.2,2,FAOSTAT,178.177,15.726,52.215,3.001,18.343,38.525,53.331,86.321,1,-32.99,13.18,0.484,Cereal,Céréales,7.64309950824187,0,107.0
2017,Coton en graine  non égrené,Rendement,3967.6,1983.8,2,FAOSTAT,293.853,15.923,56.753,2.963,17.824,112.531,154.554,26.768,0,127.79,12.75,0.091,Cereal,Céréales,7.5932734323775914,0,110.0
